Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield,Potential_Yield,Yield_Gap,Gap_Trend
Wheat,2016,Rabi       ,Manipur,2250.0,5620,2039.8,344812.5,787.5,2.503333333,2.503333333,0.0,-0.012024793398530511
Rice,2016,Autumn     ,Mizoram,19602.0,23665,2626.8,3004006.5,6860.7,1.21125,2.3105,1.0992500000000003,-0.013935060165558935
Rice,2016,Kharif     ,Mizoram,16862.0,36979,2626.8,2584101.5,5901.7,2.2325,2.3105,0.07800000000000029,-0.013935060165558935
Rice,2016,Rabi       ,Mizoram,394.0,872,2626.8,60380.5,137.9,2.21,2.3105,0.10050000000000026,-0.013935060165558935
Rice,2016,Kharif     ,Nagaland,201860.0,491660,1959.8,30935045.0,70651.0,2.391818182,2.703333333,0.3115151509999996,-0.05846861003677185
Wheat,2016,Rabi       ,Nagaland,3380.0,6220,1959.8,517985.0,1183.0,1.838888889,2.0675,0.22861111099999998,-0.006476481794960914
Wheat,2016,Rabi       ,Punjab,3495000.0,17636000,635.9,535608750.0,1223250.0,4.975,5.0055454544,0.030545454400000338,-0.029615890455251995
Rice,2016,Kharif     ,Telangana,889351.0,3028634,942.6,136293040.8,311272.85,3.229666667,3.5821875,0.3525208329999998,-0.04865454203782886
Wheat,2016,Rabi       ,Telangana,5409.0,7413,942.6,828929.25,1893.15,1.223571429,2.0351,0.811528571,-0.03498491541328485
Rice,2016,Autumn     ,Tripura,38136.0,101574,2475.3,5844342.0,13347.6,2.5475,3.109,0.5615000000000001,-0.007632106413994544
Rice,2016,Kharif     ,Tripura,16843.0,18190,2475.3,2581189.75,5895.05,1.05875,3.109,2.05025,-0.007632106413994544
Rice,2016,Winter     ,Tripura,150250.0,463371,2475.3,23025812.5,52587.5,3.05375,3.109,0.05525000000000002,-0.007632106413994544
Rice,2016,Kharif     ,Uttar Pradesh,5965657.0,14396168,965.3,914236935.3,2087979.95,2.3668,2.5863199999,0.21951999990000015,-0.022382130578575948
Rice,2016,Summer     ,Uttar Pradesh,26051.0,74184,965.3,3992315.75,9117.85,2.484117647,2.5863199999,0.10220235290000002,-0.022382130578575948
Wheat,2016,Rabi       ,Uttar Pradesh,9884913.0,34971381,965.3,1514862917.0,3459719.55,3.558666667,3.631626667,0.07296000000000014,-0.0330016622187964
Rice,2016,Kharif     ,Uttarakhand,251498.0,582720,1580.9,38542068.5,88024.3,1.779230769,3.563333333,1.7841025640000001,-0.026755330127029565
Wheat,2016,Rabi       ,Uttarakhand,339572.0,891700,1580.9,52039409.0,118850.2,1.962307692,2.216153846,0.2538461540000001,-0.02716342003107162
Rice,2016,Autumn     ,Jharkhand,137925.0,154026,1296.3,21137006.25,48273.75,0.912,1.817916667,0.905916667,-0.013243453171185455
Rice,2016,Autumn     ,West Bengal,247978.0,642310,1795.8,38002628.5,86792.3,2.493809524,3.1652222222,0.6714126982000002,-0.02538314263621085
Rice,2016,Winter     ,West Bengal,3963495.0,10996579,1795.8,607405608.8,1387223.25,2.691363636,3.1652222222,0.4738585862,-0.02538314263621085
Wheat,2016,Rabi       ,West Bengal,321621.0,862712,1795.8,49288418.25,112567.35,2.394545455,2.603,0.20845454500000038,-0.02663665735044556
Rice,2017,Kharif     ,Arunachal Pradesh,132000.0,233335,2745.5,20782080.0,50160.0,1.6915,1.7284818184,0.03698181839999992,-0.025309504663061796
Wheat,2017,Rabi       ,Arunachal Pradesh,3930.0,7742,2745.5,618739.2,1493.4,2.102,2.1424545456,0.04045454560000028,-0.035720275569967624
Rice,2017,Autumn     ,Bihar,522698.0,903286,1112.0,82293573.12,198625.24,1.78173913,2.4173135014000002,0.6355743714000002,-0.03139790996179946
Rice,2017,Summer     ,Bihar,67865.0,143832,1112.0,10684665.6,25788.7,2.034285714,2.4173135014000002,0.3830277874000001,-0.03139790996179946
Rice,2017,Kharif     ,Chhattisgarh,3976626.0,5749044,1124.5,626079997.4,1511117.88,1.386296296,1.9303095241,0.5440132280999999,-0.03818290138278522
Wheat,2017,Rabi       ,Chhattisgarh,102195.0,141642,1124.5,16089580.8,38834.1,1.497692308,1.6692307694000001,0.17153846140000018,-0.026485417028806763
Rice,2017,Kharif     ,Gujarat,802674.0,1749613,814.8,126372994.6,305016.12,2.0375,3.1420606064,1.1045606063999998,-0.03721874456602503
Rice,2017,Summer     ,Gujarat,52616.0,140196,814.8,8283863.04,19994.08,2.657857143,3.1420606064,0.48420346339999965,-0.03721874456602503
Wheat,2017,Rabi       ,Gujarat,1058778.0,3101037,814.8,166694008.3,402335.64,2.926666667,3.0332275,0.10656083300000008,-0.029867610732680034
Wheat,2017,Rabi       ,Haryana,2530500.0,12265100,417.1,398401920.0,961590.0,4.705454545,4.736900433,0.03144588799999948,-0.037498547764244536
Rice,2017,Kharif     ,Himachal Pradesh,71613.0,114785,1182.2,11274750.72,27212.94,1.618181818,1.6833636360000002,0.06518181800000011,-0.008601833320900254
Wheat,2017,Rabi       ,Himachal Pradesh,342675.0,603587,1182.2,53950752.0,130216.5,1.608333333,1.8347499997,0.22641666670000005,-0.006310316858826909
Rice,2017,Kharif     ,Madhya Pradesh,2023070.0,4869658,800.0,318512140.8,768766.6,1.806888889,1.8426666667,0.0357777776999999,-0.04386481251071414
Rice,2017,Kharif     ,Maharashtra,1424765.0,2668600,1129.5,224315001.6,541410.7,1.637916667,2.5297916665,0.8918749994999999,-0.004910060240706449
Wheat,2017,Rabi       ,Maharashtra,1137731.5,1884842,1129.5,179124447.4,432337.97,1.505483871,1.6967999998,0.19131612880000004,-0.014068680620906084
Rice,2017,Kharif     ,Manipur,236710.0,607820,1780.0,37267622.4,89949.8,2.18,2.3375555556,0.15755555559999967,0.004299556429973661
Wheat,2017,Rabi       ,Manipur,2250.0,5620,1780.0,354240.0,855.0,2.503333333,2.503333333,0.0,-0.012024793398530511
Rice,2017,Autumn     ,Mizoram,19587.5,23580,3865.8,3083856.0,7443.25,1.18625,2.3105,1.1242500000000002,-0.013935060165558935
Rice,2017,Kharif     ,Mizoram,16039.7,35029,3865.8,2525290.368,6095.086,2.15625,2.3105,0.15425000000000022,-0.013935060165558935
Rice,2017,Rabi       ,Mizoram,487.0,998,3865.8,76673.28,185.06,2.09,2.3105,0.22050000000000036,-0.013935060165558935
Rice,2017,Kharif     ,Nagaland,206750.0,509590,1722.1,32550720.0,78565.0,2.421818182,2.703333333,0.2815151509999998,-0.05846861003677185
Wheat,2017,Rabi       ,Nagaland,3410.0,6260,1722.1,536870.4,1295.8,1.834444444,2.0675,0.23305555599999983,-0.006476481794960914
Rice,2017,Kharif     ,Telangana,1046987.0,2946004,815.7,164837633.3,397855.06,2.672333333,3.5821875,0.9098541669999998,-0.04865454203782886
Rice,2017,Rabi       ,Telangana,915389.0,3317425,815.7,144118844.2,347847.82,3.532666667,3.5821875,0.049520832999999875,-0.04865454203782886
Wheat,2017,Kharif     ,Telangana,2.0,2,815.7,314.88,0.76,1.0,2.0351,1.0351,-0.03498491541328485
Wheat,2017,Rabi       ,Telangana,4156.0,5771,815.7,654320.64,1579.28,1.429,2.0351,0.6060999999999999,-0.03498491541328485
Rice,2017,Autumn     ,Tripura,37775.0,104258,3326.8,5947296.0,14354.5,2.68125,3.109,0.4277500000000001,-0.007632106413994544
Rice,2017,Kharif     ,Tripura,15837.0,16787,3326.8,2493377.28,6018.06,1.02625,3.109,2.08275,-0.007632106413994544
Rice,2017,Winter     ,Tripura,148232.0,455932,3326.8,23337646.08,56328.16,3.045,3.109,0.06400000000000006,-0.007632106413994544
Wheat,2017,Rabi       ,Tripura,195.0,396,3326.8,30700.8,74.1,2.025,2.2276428568,0.20264285680000027,-0.0058513337031468006
Rice,2017,Kharif     ,Uttar Pradesh,5897871.0,15441958,652.1,928560810.2,2241190.98,2.541333333,2.5863199999,0.044986666900000305,-0.022382130578575948
Rice,2017,Kharif     ,Uttarakhand,246539.0,620027,1475.8,38815100.16,93684.82,1.909230769,3.563333333,1.654102564,-0.026755330127029565
Rice,2017,Summer     ,Uttarakhand,13953.0,44845,1475.8,2196760.32,5302.14,3.223333333,3.563333333,0.3400000000000003,-0.026755330127029565
Wheat,2017,Rabi       ,Uttarakhand,330401.0,929884,1475.8,52018333.44,125552.38,2.100769231,2.216153846,0.11538461499999997,-0.02716342003107162
Rice,2017,Autumn     ,West Bengal,249341.0,633542,1830.0,39256247.04,94749.58,2.45,3.1652222222,0.7152222222,-0.02538314263621085
Rice,2017,Winter     ,West Bengal,3992412.0,11010468,1830.0,628565345.3,1517116.56,2.684545455,3.1652222222,0.4806767672000003,-0.02538314263621085
Rice,2018,Autumn     ,Bihar,445393.0,615668,1521.4,72242744.6,155887.55,1.439545455,2.4173135014000002,0.9777680464000003,-0.03139790996179946
Rice,2018,Summer     ,Bihar,60400.0,136281,1521.4,9796880.0,21140.0,2.205,2.4173135014000002,0.21231350140000016,-0.03139790996179946
Rice,2018,Winter     ,Bihar,2653929.0,5403580,1521.4,430467283.8,928875.15,1.809210526,2.4173135014000002,0.6081029754000002,-0.03139790996179946
Rice,2018,Kharif     ,Chhattisgarh,4141378.0,6509430,1515.5,671731511.6,1449482.3,1.521481481,1.9303095241,0.4088280431,-0.03818290138278522
Rice,2018,Kharif     ,Gujarat,809367.0,1819260,1125.4,131279327.4,283278.45,2.131,3.1420606064,1.0110606064,-0.03721874456602503
Rice,2018,Summer     ,Gujarat,29582.0,92755,1125.4,4798200.4,10353.7,2.676153846,3.1420606064,0.4659067603999998,-0.03721874456602503
Wheat,2018,Rabi       ,Gujarat,797156.0,2407132,1125.4,129298703.2,279004.6,3.0109375,3.0332275,0.022290000000000365,-0.029867610732680034
Rice,2018,Kharif     ,Haryana,1447000.0,4516000,533.2,234703400.0,506450.0,2.94952381,3.0865714284,0.13704761840000002,-0.02539124459924147
Rice,2018,Kharif     ,Himachal Pradesh,71810.0,114896,1052.2,11647582.0,25133.5,1.623636364,1.6833636360000002,0.059727272000000164,-0.008601833320900254
Wheat,2018,Rabi       ,Himachal Pradesh,319002.0,564634,1052.2,51742124.4,111650.7,1.594166667,1.8347499997,0.24058333269999999,-0.006310316858826909
Rice,2018,Kharif     ,Jharkhand,1527103.0,2894101,1222.7,247696106.6,534486.05,1.817916667,1.817916667,0.0,-0.013243453171185455
Wheat,2018,Rabi       ,Jharkhand,163847.0,302559,1222.7,26575983.4,57346.45,1.921666667,2.0730833334,0.15141666640000007,-0.03585568697142837
Rice,2018,Kharif     ,Madhya Pradesh,2794020.0,5238850,1102.2,453190044.0,977907.0,1.444901961,1.8426666667,0.3977647057,-0.04386481251071414
Wheat,2018,Rabi       ,Madhya Pradesh,7721549.0,25276038,1102.2,1252435248.0,2702542.15,3.141764706,3.2639607844,0.12219607840000002,-0.07945078682031362
Rice,2018,Kharif     ,Maharashtra,1417445.0,3143748,1387.4,229909579.0,496105.75,1.657916667,2.5297916665,0.8718749994999999,-0.004910060240706449
Wheat,2018,Rabi       ,Maharashtra,834423.25,1249407,1387.4,135343451.1,292048.1375,1.388666667,1.6967999998,0.3081333328,-0.014068680620906084
Rice,2018,Kharif     ,Manipur,233500.0,602430,1196.9,37873700.0,81725.0,2.232222222,2.3375555556,0.10533333359999997,0.004299556429973661
Wheat,2018,Rabi       ,Manipur,2290.0,5730,1196.9,371438.0,801.5,2.395555556,2.503333333,0.10777777699999991,-0.012024793398530511
Rice,2018,Autumn     ,Mizoram,18957.0,23372,1665.2,3074825.4,6634.95,1.215,2.3105,1.0955000000000001,-0.013935060165558935
Rice,2018,Kharif     ,Mizoram,16133.0,35678,1665.2,2616772.6,5646.55,2.1975,2.3105,0.11300000000000043,-0.013935060165558935
Rice,2018,Rabi       ,Mizoram,460.0,960,1665.2,74612.0,161.0,2.115,2.3105,0.1955,-0.013935060165558935
Rice,2018,Kharif     ,Nagaland,208990.0,519600,1372.7,33898178.0,73146.5,2.444545455,2.703333333,0.2587878779999997,-0.05846861003677185
Wheat,2018,Rabi       ,Nagaland,3420.0,6260,1372.7,554724.0,1197.0,1.83,2.0675,0.23749999999999982,-0.006476481794960914
Rice,2018,Kharif     ,Telangana,1189264.0,4135049,1350.3,192898620.8,416242.4,3.3065625,3.5821875,0.2756249999999998,-0.04865454203782886
Rice,2018,Rabi       ,Telangana,742508.0,2533895,1350.3,120434797.6,259877.8,3.208125,3.5821875,0.37406249999999996,-0.04865454203782886
Wheat,2018,Rabi       ,Telangana,4844.0,9093,1350.3,785696.8,1695.4,1.807,2.0351,0.22809999999999997,-0.03498491541328485
Rice,2018,Autumn     ,Tripura,35340.0,93453,2169.1,5732148.0,12369.0,2.50625,3.109,0.6027499999999999,-0.007632106413994544
Rice,2018,Kharif     ,Tripura,15382.0,16267,2169.1,2494960.4,5383.7,1.05375,3.109,2.05525,-0.007632106413994544
Rice,2018,Summer     ,Tripura,70742.0,232551,2169.1,11474352.4,24759.7,3.0775,3.109,0.03149999999999986,-0.007632106413994544
Rice,2018,Winter     ,Tripura,147900.0,450930,2169.1,23989380.0,51765.0,3.03375,3.109,0.07525000000000004,-0.007632106413994544
Wheat,2018,Rabi       ,Tripura,157.0,332,2169.1,25465.4,54.95,2.08625,2.2276428568,0.14139285680000002,-0.0058513337031468006
Rice,2018,Kharif     ,Uttarakhand,243666.0,574963,1373.0,39522625.2,85283.1,1.804615385,3.563333333,1.7587179480000001,-0.026755330127029565
Rice,2018,Summer     ,Uttarakhand,15682.0,51570,1373.0,2543620.4,5488.7,3.283333333,3.563333333,0.28000000000000025,-0.026755330127029565
Rice,2018,Autumn     ,West Bengal,230980.0,609496,2012.6,37464956.0,80843.0,2.672380952,3.1652222222,0.4928412702,-0.02538314263621085
Rice,2018,Winter     ,West Bengal,4002092.0,11282409,2012.6,649139322.4,1400732.2,2.744545455,3.1652222222,0.42067676720000025,-0.02538314263621085
Wheat,2018,Rabi       ,West Bengal,112147.0,337751,2012.6,18190243.4,39251.45,2.483,2.603,0.1200000000000001,-0.02663665735044556
Rice,2019,Autumn     ,Bihar,443965.0,727611,1194.7,76255428.4,164267.05,1.759583333,2.4173135014000002,0.6577301684000003,-0.03139790996179946
Rice,2019,Summer     ,Bihar,60399.0,128812,1194.7,10374132.24,22347.63,2.142857143,2.4173135014000002,0.27445635840000016,-0.03139790996179946
Rice,2019,Winter     ,Bihar,2593026.0,6096095,1194.7,445378145.8,959419.62,2.173157895,2.4173135014000002,0.2441556064000001,-0.03139790996179946
Wheat,2019,Rabi       ,Bihar,2150180.0,5579348,1194.7,369314916.8,795566.6,2.569473684,2.8600526312000003,0.2905789472000002,-0.03770118343832975
Wheat,2019,Rabi       ,Chhattisgarh,116274.0,135888,1420.3,19971222.24,43021.38,1.336538462,1.6692307694000001,0.3326923074000001,-0.026485417028806763
Rice,2019,Kharif     ,Gujarat,849599.0,1821136,1067.8,145927124.2,314351.63,1.948571429,3.1420606064,1.1934891773999998,-0.03721874456602503
Rice,2019,Summer     ,Gujarat,54751.0,161497,1067.8,9404031.76,20257.87,2.848571429,3.1420606064,0.2934891773999997,-0.03721874456602503
Rice,2019,Kharif     ,Haryana,1558900.0,5194600,351.8,267756664.0,576793.0,3.048095238,3.0865714284,0.03847619039999994,-0.02539124459924147
Wheat,2019,Rabi       ,Haryana,2533800.0,11876900,351.8,435205488.0,937506.0,4.618181818,4.736900433,0.1187186149999997,-0.037498547764244536
Rice,2019,Kharif     ,Himachal Pradesh,72620.0,116879,1217.7,12473211.2,26869.4,1.656363636,1.6833636360000002,0.027000000000000135,-0.008601833320900254
Wheat,2019,Rabi       ,Himachal Pradesh,319098.0,619689,1217.7,54808272.48,118066.26,1.7575,1.8347499997,0.07724999970000002,-0.006310316858826909
Wheat,2019,Rabi       ,Jharkhand,214780.0,439401,1137.8,36890612.8,79468.6,2.055,2.0730833334,0.0180833333999999,-0.03585568697142837
Rice,2019,Summer     ,Madhya Pradesh,34311.0,94770,1446.7,5893257.36,12695.07,0.8775,1.8426666667,0.9651666667000001,-0.04386481251071414
Rice,2019,Kharif     ,Maharashtra,1478093.0,2701810,1555.8,253877253.7,546894.41,1.256296296,2.5297916665,1.2734953705,-0.004910060240706449
Wheat,2019,Rabi       ,Maharashtra,1056965.0,1793440,1555.8,181544308.4,391077.05,1.564,1.6967999998,0.1327999998,-0.014068680620906084
Rice,2019,Autumn     ,Mizoram,18510.0,22904,2178.5,3179277.6,6848.7,1.18875,2.3105,1.1217500000000002,-0.013935060165558935
Rice,2019,Kharif     ,Mizoram,16232.0,36357,2178.5,2788008.32,6005.84,2.2025,2.3105,0.1080000000000001,-0.013935060165558935
Rice,2019,Rabi       ,Mizoram,468.0,978,2178.5,80383.68,173.16,2.135,2.3105,0.17550000000000043,-0.013935060165558935
Rice,2019,Kharif     ,Nagaland,211280.0,528920,1593.0,36289452.8,78173.6,2.459090909,2.703333333,0.24424242399999985,-0.05846861003677185
Wheat,2019,Rabi       ,Nagaland,3430.0,6280,1593.0,589136.8,1269.1,1.831111111,2.0675,0.23638888899999988,-0.006476481794960914
Rice,2019,Autumn     ,Odisha,426080.0,769480,1593.9,73183500.8,157649.6,1.8825,2.5893733770000003,0.7068733770000002,-0.028418741316709618
Rice,2019,Winter     ,Odisha,3222020.0,8052660,1593.9,553414155.2,1192147.4,2.564666667,2.5893733770000003,0.024706710000000243,-0.028418741316709618
Wheat,2019,Summer     ,Odisha,118.0,164,1593.9,20267.68,43.66,1.495,1.6570158734,0.1620158733999999,-0.013329642350231633
Rice,2019,Kharif     ,Punjab,3142000.0,12675000,653.2,539669920.0,1162540.0,3.930909091,4.0065545456,0.07564545460000005,-0.030264221302923056
Wheat,2019,Rabi       ,Punjab,3521000.0,17619000,653.2,604766960.0,1302770.0,4.892272727,5.0055454544,0.11327272740000005,-0.029615890455251995
Rice,2019,Kharif     ,Telangana,1631151.0,5985349,1031.7,280166495.8,603525.87,3.575625,3.5821875,0.006562499999999805,-0.04865454203782886
Wheat,2019,Kharif     ,Telangana,1.0,0,1031.7,171.76,0.37,0.0,2.0351,2.0351,-0.03498491541328485
Wheat,2019,Rabi       ,Telangana,4471.0,8237,1031.7,767938.96,1654.27,1.798461538,2.0351,0.23663846199999994,-0.03498491541328485
Rice,2019,Autumn     ,Tripura,34235.0,94357,2252.8,5880203.6,12666.95,2.6425,3.109,0.4664999999999999,-0.007632106413994544
Rice,2019,Kharif     ,Tripura,15228.0,16175,2252.8,2615561.28,5634.36,1.06875,3.109,2.04025,-0.007632106413994544
Rice,2019,Kharif     ,Uttarakhand,240411.0,615514,1378.9,41292993.36,88952.07,1.933846154,3.563333333,1.629487179,-0.026755330127029565
Rice,2019,Summer     ,Uttarakhand,17370.0,61915,1378.9,2983471.2,6426.9,3.563333333,3.563333333,0.0,-0.026755330127029565
Rice,2019,Autumn     ,West Bengal,215126.0,514586,1733.4,36950041.76,79596.62,2.434285714,3.1652222222,0.7309365082000001,-0.02538314263621085
Rice,2019,Winter     ,West Bengal,4004077.0,11344600,1733.4,687740265.5,1481508.49,2.771363636,3.1652222222,0.39385858620000036,-0.02538314263621085
Rice,2020,Kharif     ,Uttarakhand,241936.0,669372,1313.947826,46841228.96,89516.32,2.093076923,3.563333333,1.4702564100000002,-0.026755330127029565
Rice,2020,Summer     ,Uttarakhand,15315.0,55057,1313.947826,2965137.15,5666.55,3.563333333,3.563333333,0.0,-0.026755330127029565
Wheat,2020,Rabi       ,Uttarakhand,297189.0,937003,1313.947826,57538762.29,109959.93,2.216153846,2.216153846,0.0,-0.02716342003107162
Rice,1997,Kharif     ,Haryana,913000.0,2556000,661.2,86890210.0,283030.0,2.730588235,3.0865714284,0.3559831934000002,-0.02539124459924147
Wheat,1997,Rabi       ,Haryana,2057000.0,7528000,661.2,195764690.0,637670.0,3.607368421,4.736900433,1.1295320119999999,-0.037498547764244536
Rice,1997,Kharif     ,Nagaland,145000.0,188000,1398.5,13799650.0,44950.0,1.29,2.703333333,1.4133333329999997,-0.05846861003677185
Rice,1997,Rabi       ,Nagaland,200.0,250,1398.5,19034.0,62.0,1.3,2.703333333,1.4033333329999997,-0.05846861003677185
Rice,1998,Kharif     ,Delhi,7303.0,10799,784.5,721536.4,2117.87,1.48,3.2350000000000003,1.7550000000000003,-0.0553333333333339
Wheat,1998,Rabi       ,Delhi,31037.0,107729,784.5,3066455.6,9000.73,3.47,4.416,0.9460000000000002,-0.034804002760522666
Rice,1999,Kharif     ,Andhra Pradesh,2848794.0,7056175,650.4,302342507.2,769174.38,2.400869565,3.606538462,1.2056688970000002,-0.040348145789222745
Rice,1999,Rabi       ,Andhra Pradesh,1165454.0,3581740,650.4,123689633.0,314672.58,2.73,3.606538462,0.8765384620000001,-0.040348145789222745
Wheat,1999,Rabi       ,Andhra Pradesh,13515.0,9056,650.4,1434346.95,3649.05,0.658181818,1.2896666668999999,0.6314848488999999,0.0010057755036590808
Rice,1999,Kharif     ,Delhi,8105.0,15279,365.9,860183.65,2188.35,1.89,3.2350000000000003,1.3450000000000004,-0.0553333333333339
Wheat,1999,Rabi       ,Delhi,33505.0,122058,365.9,3555885.65,9046.35,3.64,4.416,0.7760000000000002,-0.034804002760522666
Rice,1999,Kharif     ,Jammu and Kashmir,250625.0,391529,667.1,26598831.25,67668.75,1.489166667,2.0989500000000003,0.6097833330000002,-0.037995517277653615
Rice,2000,Kharif     ,Delhi,6053.0,11420,544.3,594223.01,1573.78,1.89,3.2350000000000003,1.3450000000000004,-0.0553333333333339
Wheat,2000,Rabi       ,Delhi,27836.0,97927,544.3,2732660.12,7237.36,3.52,4.416,0.8960000000000004,-0.034804002760522666
Rice,2000,Kharif     ,Jammu and Kashmir,244051.0,415342,989.5,23958486.67,63453.26,1.6,2.0989500000000003,0.4989500000000002,-0.037995517277653615
Wheat,2000,Rabi       ,Jammu and Kashmir,276815.0,145060,989.5,27174928.55,71971.9,0.820833333,1.7551142860000002,0.9342809530000001,-0.030876590976433554
Rice,2001,Kharif     ,Delhi,6405.0,12063,611.9,654142.65,1665.3,1.88,3.2350000000000003,1.3550000000000004,-0.0553333333333339
Wheat,2001,Rabi       ,Delhi,26114.0,91660,611.9,2667022.82,6789.64,3.51,4.416,0.9060000000000006,-0.034804002760522666
Rice,2001,Kharif     ,Jammu and Kashmir,249830.0,422298,953.8,25515137.9,64955.8,1.634166667,2.0989500000000003,0.4647833330000004,-0.037995517277653615
Wheat,2001,Rabi       ,Jammu and Kashmir,255514.0,339390,953.8,26095644.82,66433.64,1.418333333,1.7551142860000002,0.3367809530000001,-0.030876590976433554
Rice,2002,Kharif     ,Delhi,6096.0,12907,593.6,577108.32,1524.0,2.12,3.2350000000000003,1.1150000000000002,-0.0553333333333339
Wheat,2002,Rabi       ,Delhi,19860.0,79718,593.6,1880146.2,4965.0,4.01,4.416,0.4060000000000006,-0.034804002760522666
Rice,2002,Kharif     ,Jammu and Kashmir,236199.0,421457,933.2,22360959.33,59049.75,1.708333333,2.0989500000000003,0.3906166670000004,-0.037995517277653615
Wheat,2002,Rabi       ,Jammu and Kashmir,244157.0,401900,933.2,23114343.19,61039.25,1.465,1.7551142860000002,0.2901142860000001,-0.030876590976433554
Rice,2002,Kharif     ,Puducherry,24142.0,57514,1434.5875,2285523.14,6035.5,2.56,3.5283333335,0.9683333335,-0.026797647981538435
Rice,2002,Kharif     ,Uttar Pradesh,5209137.0,9586935,664.0,493148999.8,1302284.25,1.765942029,2.5863199999,0.8203779709000001,-0.022382130578575948
Rice,2002,Summer     ,Uttar Pradesh,4292.0,9411,664.0,406323.64,1073.0,1.960952381,2.5863199999,0.6253676189000001,-0.022382130578575948
Wheat,2002,Rabi       ,Uttar Pradesh,9162749.0,23745162,664.0,867437447.8,2290687.25,2.558550725,3.631626667,1.073075942,-0.0330016622187964
Rice,2003,Kharif     ,Himachal Pradesh,81335.0,120624,1112.6,8050538.3,19520.4,1.469090909,1.6833636360000002,0.21427272700000022,-0.008601833320900254
Wheat,2003,Rabi       ,Himachal Pradesh,365359.0,496930,1112.6,36163233.82,87686.16,1.3625,1.8347499997,0.47224999970000003,-0.006310316858826909
Rice,2003,Kharif     ,Jammu and Kashmir,259815.0,504797,1430.3,25716488.7,62355.6,1.870833333,2.0989500000000003,0.22811666700000033,-0.037995517277653615
Wheat,2003,Rabi       ,Jammu and Kashmir,250282.0,455540,1430.3,24772912.36,60067.68,1.513333333,1.7551142860000002,0.24178095300000013,-0.030876590976433554
Rice,2004,Kharif     ,Himachal Pradesh,79519.0,109129,939.2,8615088.46,16698.99,1.454545455,1.6833636360000002,0.22881818100000006,-0.008601833320900254
Rice,2004,Kharif     ,Jammu and Kashmir,250044.0,492732,1032.1,27089766.96,52509.24,1.838333333,2.0989500000000003,0.2606166670000003,-0.037995517277653615
Rice,2004,Autumn     ,Odisha,824000.0,677000,1290.4,89272160.0,173040.0,0.98,2.5893733770000003,1.6093733770000003,-0.028418741316709618
Rice,2004,Summer     ,Odisha,293000.0,652000,1290.4,31743620.0,61530.0,1.938148148,2.5893733770000003,0.6512252290000002,-0.028418741316709618
Rice,2004,Winter     ,Odisha,3375000.0,5207000,1290.4,365647500.0,708750.0,1.511333333,2.5893733770000003,1.0780400440000002,-0.028418741316709618
Wheat,2004,Summer     ,Odisha,4054.0,5313,1290.4,439210.36,851.34,1.266071429,1.6570158734,0.3909444444000001,-0.013329642350231633
Rice,2004,Kharif     ,Uttar Pradesh,5934405.0,10749989,704.0,642933437.7,1246225.05,1.827714286,2.5863199999,0.7586057139000002,-0.022382130578575948
Wheat,2004,Rabi       ,Uttar Pradesh,9373402.0,23430044,704.0,1015514373.0,1968414.42,2.471714286,3.631626667,1.1599123809999998,-0.0330016622187964
Rice,2005,Kharif     ,Jammu and Kashmir,259014.0,556774,1721.8,31060958.88,54392.94,2.040833333,2.0989500000000003,0.05811666700000018,-0.037995517277653615
Wheat,2005,Kharif     ,Jammu and Kashmir,436.0,60,1721.8,52285.12,91.56,0.14,1.7551142860000002,1.6151142860000003,-0.030876590976433554
Wheat,2005,Rabi       ,Jammu and Kashmir,436.0,60,1721.8,52285.12,91.56,0.14,1.7551142860000002,1.6151142860000003,-0.030876590976433554
Rice,2005,Kharif     ,Uttar Pradesh,5571524.0,11119095,751.9,668137158.1,1170020.04,1.951714286,2.5863199999,0.6346057139000001,-0.022382130578575948
Wheat,2005,Rabi       ,Uttar Pradesh,9163949.0,23573776,751.9,1098940764.0,1924429.29,2.538142857,3.631626667,1.09348381,-0.0330016622187964
Rice,2006,Kharif     ,Jammu and Kashmir,252516.0,554258,1786.5,32248818.36,55553.52,2.060833333,2.0989500000000003,0.03811666700000016,-0.037995517277653615
Rice,2007,Kharif     ,Delhi,7419.0,20946,677.5,989694.6,1187.04,2.82,3.2350000000000003,0.4150000000000005,-0.0553333333333339
Wheat,2007,Rabi       ,Delhi,17482.0,76222,677.5,2332098.8,2797.12,4.36,4.416,0.05600000000000005,-0.034804002760522666
Rice,2007,Kharif     ,Jammu and Kashmir,263246.0,561355,1042.2,35117016.4,42119.36,1.9745,2.0989500000000003,0.1244500000000004,-0.037995517277653615
Wheat,2007,Kharif     ,Jammu and Kashmir,20.0,2,1042.2,2668.0,3.2,0.12,1.7551142860000002,1.6351142860000003,-0.030876590976433554
Rice,2008,Kharif     ,Delhi,7039.0,19873,614.6,1006858.56,633.51,2.82,3.2350000000000003,0.4150000000000005,-0.0553333333333339
Wheat,2008,Rabi       ,Delhi,18430.0,80355,614.6,2636227.2,1658.7,4.36,4.416,0.05600000000000005,-0.034804002760522666
Rice,2009,Kharif     ,Delhi,6821.0,19008,528.4,1062848.22,1159.57,2.79,3.2350000000000003,0.4450000000000003,-0.0553333333333339
Wheat,2009,Rabi       ,Delhi,21309.0,92480,528.4,3320368.38,3622.53,4.34,4.416,0.07600000000000051,-0.034804002760522666
